"Issue Type","Issue ID","Summary","Parent","Assignee","Story Points","Original Estimate","Sprint","Priority","Labels","Description"
"Subtask","610601","Confirm rate a completed specialist appointment once ADR and user flow","6106","","","7200","MB Sprint 3","Medium","sprint3-later-specialist-rating","## Objective
Confirm the narrow remaining decisions for rate a completed specialist appointment once before irreversible implementation.

## Acceptance Criteria
- [ ] Approve rating scale, edit window, and optional text.
- [ ] Confirm aggregate rounding and seed/runtime display.
- [ ] Confirm V1 reporting or moderation boundary.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6106 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","610602","Implement owner capability for rate a completed specialist appointment once","6106","","","36000","MB Sprint 3","Medium","sprint3-later-specialist-rating","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6106.

## Acceptance Criteria
- [ ] Persist one current rating per owned completed appointment.
- [ ] Implement create/update/read and transactional aggregate maintenance.
- [ ] Separate seeded from runtime rating facts.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610603","Deliver consumer flow for rate a completed specialist appointment once","6106","","","28800","MB Sprint 3","Medium","sprint3-later-specialist-rating","## Objective
Deliver the real consumer or actor-facing flow required by Story 6106.

## Acceptance Criteria
- [ ] Show rating only for eligible completed appointments.
- [ ] Support create/edit/validation/failure and disclosed aggregate display.
- [ ] Avoid clinical-quality claims.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610604","Verify rate a completed specialist appointment once","6106","","","14400","MB Sprint 3","Medium","sprint3-later-specialist-rating","## Objective
Prove Story 6106 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise eligibility, wrong actor, duplicate/update, concurrency, and aggregate accuracy.
- [ ] Verify discovery uses the aggregate only after higher ranking criteria.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6106 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","610701","Confirm administer account state through Identity ADR and user flow","6107","","","7200","MB Sprint 3","Medium","sprint3-later-identity-admin","## Objective
Confirm the narrow remaining decisions for administer account state through identity before irreversible implementation.

## Acceptance Criteria
- [ ] Approve lookup identifiers and reason codes.
- [ ] Confirm user versus specialist downstream effects.
- [ ] Confirm deletion administration remains deferred.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6107 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","610702","Implement owner capability for administer account state through identity","6107","","","36000","MB Sprint 3","Medium","sprint3-later-identity-admin","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6107.

## Acceptance Criteria
- [ ] Implement Identity admin query/suspend/restore with audit and idempotency.
- [ ] Publish minimal lifecycle facts or bounded current-state checks.
- [ ] Exclude credentials, tokens, health, journal, and chat data.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610703","Deliver consumer flow for administer account state through identity","6107","","","28800","MB Sprint 3","Medium","sprint3-later-identity-admin","## Objective
Deliver the real consumer or actor-facing flow required by Story 6107.

## Acceptance Criteria
- [ ] Build real admin lookup, status, reason, suspend, and restore UI.
- [ ] Show downstream-impact confirmation and pending delivery.
- [ ] Handle wrong role and repeated action.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","610704","Verify administer account state through identity","6107","","","14400","MB Sprint 3","Medium","sprint3-later-identity-admin","## Objective
Prove Story 6107 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise user/specialist suspension and restoration, auth effect, repeats, and downstream eligibility.
- [ ] Inspect contracts/events/logs/UI for minimization.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6107 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","620101","Confirm improve Journal authoring with mood and draft protection ADR and user flow","6201","","","7200","MB Sprint 3","High","sprint3-now-journal-authoring","## Objective
Confirm the narrow remaining decisions for improve journal authoring with mood and draft protection before irreversible implementation.

## Acceptance Criteria
- [ ] Choose plain text or bounded formatting.
- [ ] Approve mood/emoji set and persistence semantics.
- [ ] Confirm autosave/draft-loss and revision behavior.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6201 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","620102","Implement owner capability for improve journal authoring with mood and draft protection","6201","","","36000","MB Sprint 3","High","sprint3-now-journal-authoring","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6201.

## Acceptance Criteria
- [ ] Implement only approved contract, validation, Mongo migration, and revision changes.
- [ ] Preserve compatibility, conflict, and deletion semantics.
- [ ] Record explicit no-backend-change if mood is presentation-only.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620103","Deliver consumer flow for improve journal authoring with mood and draft protection","6201","","","28800","MB Sprint 3","High","sprint3-now-journal-authoring","## Objective
Deliver the real consumer or actor-facing flow required by Story 6201.

## Acceptance Criteria
- [ ] Build prompts, mood interaction, validation, save states, and draft protection.
- [ ] Preserve real list/detail/edit/delete BFF flows.
- [ ] Support keyboard, focus, and mobile layout.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620104","Verify improve journal authoring with mood and draft protection","6201","","","14400","MB Sprint 3","High","sprint3-now-journal-authoring","## Objective
Prove Story 6201 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise create, reload, edit, conflict, failed save, unsaved navigation, and delete.
- [ ] Inspect persisted mood/format semantics.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6201 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","620201","Confirm run exact-revision AI analysis jobs ADR and user flow","6202","","","18000","MB Sprint 3","Highest","sprint3-now-ai-runtime","## Objective
Confirm the narrow remaining decisions for run exact-revision ai analysis jobs before irreversible implementation.

## Acceptance Criteria
- [ ] Amend ADR 0015 and canonical architecture/module/database docs to make Journal/AI Mongo-only for jobs, results, longitudinal, dataset, and benchmark metadata.
- [ ] Approve exact request/result fields, stable terminal reasons, idempotency, atomic claim, lease recovery, stale/deleted revision behavior, and minimized context.
- [ ] Approve separate Care `AI_PROCESSING` consent at `ai-processing-capstone-v1`, forwarded user-JWT checks at request and pre-attempt time, and fail-closed revocation/dependency behavior.
- [ ] Freeze deterministic fake provider scope and the 6203 UI plus 6204/MB-369 real-provider deferrals.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6202 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","620202","Implement Care AI processing consent backend","6202","","","57600","MB Sprint 3","Highest","sprint3-now-ai-runtime","## Objective
Deliver the minimum Care-owned consent capability required by Story 6202 without adding frontend scope.

## Acceptance Criteria
- [ ] Publish the immutable Vietnamese `AI_PROCESSING` disclosure at `ai-processing-capstone-v1` and accept append-only grant/revoke decisions independently from `PRIVACY_POLICY`.
- [ ] Expose a minimal authenticated authorization response for Journal/AI using forwarded end-user bearer context.
- [ ] Cover missing, granted, revoked, outdated-policy, idempotency, wrong-role, and OpenAPI compatibility behavior.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620203","Implement Mongo exact-revision analysis runtime","6202","","","100800","MB Sprint 3","Highest","sprint3-now-ai-runtime","## Objective
Deliver the Journal/AI owner contract, persistence, worker, fake provider, and owner-facing status flow required by Story 6202.

## Acceptance Criteria
- [ ] Add OpenAPI/schema, append-only Mongo migration, unique idempotency, atomic claim, lease recovery, and deletion/stale coupling without PostgreSQL or Kafka.
- [ ] Check Care consent at request time and before each attempt, keep bearer context memory-only, and stop retry after revocation.
- [ ] Enforce the 30-second attempt timeout and at most one retry only for 429, 5xx, or transport failure through the deterministic fake provider port.
- [ ] Expose owned RUNNING/SUCCEEDED/FAILED status/result APIs with approved normalized fields, provenance, and stable terminal reasons.
- [ ] Document 6203 as the required consent/reflection UI follow-up and 6204/MB-369 as the real-provider gate.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620204","Verify run exact-revision ai analysis jobs","6202","","","57600","MB Sprint 3","Highest","sprint3-now-ai-runtime","## Objective
Prove Story 6202 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise success, missing/revoked/unavailable consent, wrong owner, duplicate, atomic claim, expired lease recovery, timeout, allowed/disallowed retry, terminal failure, stale revision, and deletion.
- [ ] Inspect storage/logs for raw responses, reasoning, or cross-provider fallback.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6202 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","620301","Confirm use AI reflection from the Journal page ADR and user flow","6203","","","7200","MB Sprint 3","Highest","sprint3-next-ai-reflection-ui","## Objective
Confirm the narrow remaining decisions for use ai reflection from the journal page before irreversible implementation.

## Acceptance Criteria
- [ ] Approve displayed fields and suggested-action routing.
- [ ] Confirm polling, manual retry, and history behavior.
- [ ] Approve safe non-clinical failure and limitation copy.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6203 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","620302","Implement owner capability for use ai reflection from the journal page","6203","","","36000","MB Sprint 3","Highest","sprint3-next-ai-reflection-ui","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6203.

## Acceptance Criteria
- [ ] Add authenticated BFF calls for request/status/result.
- [ ] Map exact contract fields and errors without inference.
- [ ] Preserve revision correlation across reload.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620303","Deliver consumer flow for use ai reflection from the journal page","6203","","","28800","MB Sprint 3","Highest","sprint3-next-ai-reflection-ui","## Objective
Deliver the real consumer or actor-facing flow required by Story 6203.

## Acceptance Criteria
- [ ] Build queued, running, success, failed, stale, and consent states.
- [ ] Route allow-listed actions only to governed flows.
- [ ] Remove fake success and clinical claims.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620304","Verify use ai reflection from the journal page","6203","","","14400","MB Sprint 3","Highest","sprint3-next-ai-reflection-ui","## Objective
Prove Story 6203 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise live BFF states, reload, denial, failure, stale revision, and action routing.
- [ ] Verify UI result matches exact stored revision.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6203 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","620401","Confirm entitlement routing and benchmark governance","6204","","","14400","MB Sprint 3","Medium","sprint3-later-ai-benchmark","## Objective
Confirm the ownership, persistence, routing, and benchmark gates for service-plan-aware exact-revision AI.

## Acceptance Criteria
- [x] Freeze Consultation as entitlement authority and bound MB-369 to a current-entitlement foundation rather than billing lifecycle.
- [x] Confirm synthetic-only dataset, same prompt/schema, no fallback, paid-call gates, and deterministic CI.
- [ ] Approve final thresholds, budget, reviewer, pinned candidate models/prices, paid-call environment, and secret ownership.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6204 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","620402","Implement authoritative entitlement and benchmark owner foundation","6204","","","86400","MB Sprint 3","Medium","sprint3-later-ai-benchmark","## Objective
Deliver Consultation entitlement ownership plus Journal/AI routing, provider, prompt, and benchmark persistence.

## Acceptance Criteria
- [x] Add authenticated current-entitlement REST contract and additive Consultation persistence with default `FREE` behavior.
- [x] Complete OpenAI/Gemini adapters behind the existing port and version the exact-revision prompt/output contract.
- [x] Build the reproducible normalized synthetic benchmark harness and Mongo validators/indexes.
- [x] Capture quality, safety, latency, token, estimated cost, malformed output, and failure metrics without raw responses.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620403","Route exact-revision AI by authoritative service plan","6204","","","57600","MB Sprint 3","Medium","sprint3-later-ai-benchmark","## Objective
Resolve the server-owned service plan and route the exact-revision workload without exposing provider selection to clients.

## Acceptance Criteria
- [x] Forward the verified end-user bearer to Consultation without persisting or logging it.
- [x] Route `FREE`/`PLUS` to the baseline config and allow a distinct `PREMIUM` config using versioned server-side policy.
- [x] Add typed credential, model, cost, feature, approval, and timeout configuration; refuse real routing when incomplete.
- [x] Expose no tier/provider/model selection input and perform no cross-provider fallback.
- [ ] Record one accepted provider/model decision only after paid benchmark review.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620404","Verify entitlement-aware routing and approved-model gate","6204","","","28800","MB Sprint 3","Medium","sprint3-later-ai-benchmark","## Objective
Prove Story 6204 across its real owners and consumers.

## Acceptance Criteria
- [x] Verify entitlement lookup, default `FREE`, route provenance, malformed output, provider failure, timeout/retry, and no fallback with non-sensitive tests.
- [x] Verify test/CI reject paid benchmark execution and continue using deterministic fake.
- [ ] Run and archive paid benchmark compatibility evidence, approve a route, and verify only accepted configuration is enabled.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6204 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","620501","Confirm generate an optional AI ConsultationBrief draft ADR and user flow","6205","","","7200","MB Sprint 3","Medium","sprint3-later-ai-brief","## Objective
Confirm the narrow remaining decisions for generate an optional ai consultationbrief draft before irreversible implementation.

## Acceptance Criteria
- [ ] Approve AI-draftable fields and user-only fields.
- [ ] Confirm exact minimized sources and deletion coupling.
- [ ] Approve partial-source and provider-failure behavior.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6205 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","620502","Implement owner capability for generate an optional ai consultationbrief draft","6205","","","36000","MB Sprint 3","Medium","sprint3-later-ai-brief","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6205.

## Acceptance Criteria
- [ ] Add versioned asynchronous brief-draft request/result.
- [ ] Validate consent, sources, approved fields, provenance, timeout, and retry.
- [ ] Keep output private to user/Care and exclude raw inputs.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620503","Deliver consumer flow for generate an optional ai consultationbrief draft","6205","","","28800","MB Sprint 3","Medium","sprint3-later-ai-brief","## Objective
Deliver the real consumer or actor-facing flow required by Story 6205.

## Acceptance Criteria
- [ ] Integrate Care request/retrieval and editable prefill.
- [ ] Mark AI origin and source versions.
- [ ] Preserve manual creation when absent, running, or failed.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620504","Verify generate an optional ai consultationbrief draft","6205","","","14400","MB Sprint 3","Medium","sprint3-later-ai-brief","## Objective
Prove Story 6205 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise consent, minimization, success, partial inputs, failure, deletion, and wrong actor.
- [ ] Inspect payloads/logs for direct specialist delivery or raw journal.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6205 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","620601","Confirm compare journal context across bounded periods ADR and user flow","6206","","","10800","MB Sprint 3","Medium","sprint3-later-ai-longitudinal","## Objective
Confirm the narrow remaining decisions for compare journal context across bounded periods before irreversible implementation.

## Acceptance Criteria
- [ ] Approve period limits and coverage thresholds.
- [ ] Confirm source selection and optional entry exclusion.
- [ ] Approve direction and INSUFFICIENT_DATA wording.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6206 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","620602","Implement owner capability for compare journal context across bounded periods","6206","","","64800","MB Sprint 3","Medium","sprint3-later-ai-longitudinal","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6206.

## Acceptance Criteria
- [ ] Add contract, Mongo persistence, worker, exact sources, and provenance.
- [ ] Validate periods, consent, ownership, coverage, directions, and deletion coupling.
- [ ] Never treat missing mention as resolution.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620603","Deliver consumer flow for compare journal context across bounded periods","6206","","","43200","MB Sprint 3","Medium","sprint3-later-ai-longitudinal","## Objective
Deliver the real consumer or actor-facing flow required by Story 6206.

## Acceptance Criteria
- [ ] Expose minimized Care result access with deadlines and safe unavailability.
- [ ] Return coverage/source versions without raw text.
- [ ] Document 6501 as the composition consumer.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","620604","Verify compare journal context across bounded periods","6206","","","28800","MB Sprint 3","Medium","sprint3-later-ai-longitudinal","## Objective
Prove Story 6206 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise sufficient, sparse, imbalanced, deleted-source, revoked consent, failure, and duplicate.
- [ ] Verify no improvement conclusion or combined score.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6206 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","630101","Confirm generate and reload the current SupportPlan draft ADR and user flow","6301","","","10800","MB Sprint 3","Highest","sprint3-gated-plan-proposal","## Objective
Confirm the narrow remaining decisions for generate and reload the current supportplan draft before irreversible implementation.

## Acceptance Criteria
- [ ] Confirm current-draft query and idempotency.
- [ ] Approve rationale, safety-first, ineligible, and stale copy.
- [ ] Verify exact provider readiness gates.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6301 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","630102","Implement owner capability for generate and reload the current supportplan draft","6301","","","64800","MB Sprint 3","Highest","sprint3-gated-plan-proposal","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6301.

## Acceptance Criteria
- [ ] Promote OpenAPI and persist plan, slots, choices, and exact provenance.
- [ ] Implement deterministic composition, revalidation, bounds, and one-draft concurrency.
- [ ] Keep remote calls outside Care transactions.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630103","Deliver consumer flow for generate and reload the current supportplan draft","6301","","","43200","MB Sprint 3","Highest","sprint3-gated-plan-proposal","## Objective
Deliver the real consumer or actor-facing flow required by Story 6301.

## Acceptance Criteria
- [ ] Build real proposal/draft BFF page with rationale, safety, slots, alternatives, and reload.
- [ ] Never calculate eligibility or truncate on the client.
- [ ] Handle missing evaluation, ineligible, unavailable, and stale.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630104","Verify generate and reload the current supportplan draft","6301","","","28800","MB Sprint 3","Highest","sprint3-gated-plan-proposal","## Objective
Prove Story 6301 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise one/two domain, safety, roles, dedupe, bounds, concurrency, reload, and failure.
- [ ] Capture evaluation/policy/matrix/template/resource versions.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6301 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","630201","Confirm choose alternatives and activate a SupportPlan ADR and user flow","6302","","","7200","MB Sprint 3","Highest","sprint3-gated-plan-activation","## Objective
Confirm the narrow remaining decisions for choose alternatives and activate a supportplan before irreversible implementation.

## Acceptance Criteria
- [ ] Approve choice controls and optional-slot removal.
- [ ] Confirm stale-alternative behavior.
- [ ] Confirm safety-positive normal activation after guidance.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6302 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","630202","Implement owner capability for choose alternatives and activate a supportplan","6302","","","36000","MB Sprint 3","Highest","sprint3-gated-plan-activation","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6302.

## Acceptance Criteria
- [ ] Implement idempotent choice and activation commands.
- [ ] Revalidate evaluation, templates, content versions, roles, publication, and windows.
- [ ] Enforce all core slots and one current plan.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630203","Deliver consumer flow for choose alternatives and activate a supportplan","6302","","","28800","MB Sprint 3","Highest","sprint3-gated-plan-activation","## Objective
Deliver the real consumer or actor-facing flow required by Story 6302.

## Acceptance Criteria
- [ ] Build keep/swap/remove and explicit activation UI.
- [ ] Show stale, missing-core, conflict, safety, and success states.
- [ ] Reload ACTIVE truth from API.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630204","Verify choose alternatives and activate a supportplan","6302","","","14400","MB Sprint 3","Highest","sprint3-gated-plan-activation","## Objective
Prove Story 6302 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise valid/invalid choices, injection, stale facts, duplicate activation, and concurrency.
- [ ] Verify active selections and provenance.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6302 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","630301","Confirm pause, resume, complete, and discard SupportPlans ADR and user flow","6303","","","7200","MB Sprint 3","High","sprint3-gated-plan-lifecycle","## Objective
Confirm the narrow remaining decisions for pause, resume, complete, and discard supportplans before irreversible implementation.

## Acceptance Criteria
- [ ] Approve confirmations and optional completion reason.
- [ ] Confirm completed history presentation.
- [ ] Confirm no automatic lifecycle command from assessment or AI.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6303 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","630302","Implement owner capability for pause, resume, complete, and discard supportplans","6303","","","36000","MB Sprint 3","High","sprint3-gated-plan-lifecycle","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6303.

## Acceptance Criteria
- [ ] Implement discard/pause/resume/complete with guards, ownership, idempotency, and history.
- [ ] Preserve one-draft/one-current constraints.
- [ ] Return immutable completed snapshots.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630303","Deliver consumer flow for pause, resume, complete, and discard supportplans","6303","","","28800","MB Sprint 3","High","sprint3-gated-plan-lifecycle","## Objective
Deliver the real consumer or actor-facing flow required by Story 6303.

## Acceptance Criteria
- [ ] Expose only valid actions for reloaded state.
- [ ] Build confirmations, conflicts, failures, and history detail.
- [ ] Never imply automatic plan changes.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630304","Verify pause, resume, complete, and discard supportplans","6303","","","14400","MB Sprint 3","High","sprint3-gated-plan-lifecycle","## Objective
Prove Story 6303 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise all valid/invalid transitions, repeats, concurrency, reload, and history.
- [ ] Verify no hidden automatic transition.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6303 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","630401","Confirm replace a current SupportPlan after revalidation ADR and user flow","6304","","","10800","MB Sprint 3","High","sprint3-gated-plan-replacement","## Objective
Confirm the narrow remaining decisions for replace a current supportplan after revalidation before irreversible implementation.

## Acceptance Criteria
- [ ] Approve replacement comparison and unchanged/removed item display.
- [ ] Confirm current-change behavior while draft is open.
- [ ] Approve confirmation and safe failure copy.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6304 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","630402","Implement owner capability for replace a current supportplan after revalidation","6304","","","64800","MB Sprint 3","High","sprint3-gated-plan-replacement","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6304.

## Acceptance Criteria
- [ ] Persist replacement relation and freshly revalidate providers.
- [ ] Atomically SUPERSEDE current and ACTIVATE replacement.
- [ ] Handle stale draft, concurrent current change, and retry.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
